"TA+b00l9","0","0","0","0","1","0","0","2019-12-15","2020-12-12"
"TA+b00la","0","0","1","0","0","0","0","2019-12-15","2020-12-12"
"TA+b00lb","0","0","1","0","0","0","0","2019-12-15","2020-12-12"
"TA+b00lc","0","0","1","1","0","0","0","2019-12-15","2020-12-12"
"TA+b00ld","0","0","0","0","1","0","0","2019-12-15","2020-12-12"
"TA+b00le","0","0","0","0","1","1","0","2019-12-15","2020-12-12"
"TA+b00lf","0","0","0","0","1","1","0","2019-12-15","2020-12-12"
"TA+b00lg","1","1","0","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00lh","1","1","1","1","0","0","0","2019-12-15","2020-12-12"
"TA+b00li","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00lk","1","1","1","1","0","0","0","2019-12-15","2020-12-12"
"TA+b00ll","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00lm","1","1","1","1","0","0","0","2019-12-15","2020-12-12"
"TA+b00ln","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00lu","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00lw","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00lx","0","0","0","0","1","1","0","2019-12-15","2020-12-12"
"TA+b00lz","1","1","1","1","0","0","1","2019-12-15","2020-12-12"
"TA+b00m0","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00m2","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00m3","1","1","1","1","1","0","1","2019-12-15","2020-12-12"
"TA+b00m4","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00m5","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00m6","0","0","0","0","1","0","0","2019-12-15","2020-12-12"
"TA+b00m7","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00m8","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00m9","0","0","0","0","0","0","1","2019-12-15","2020-12-12"
"TA+b00ma","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00mb","0","0","0","0","0","0","1","2019-12-15","2020-12-12"
"TA+b00mc","0","1","1","0","1","0","0","2019-12-15","2020-12-12"
"TA+b00md","1","1","0","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00me","0","0","0","0","0","1","1","2019-12-15","2020-12-12"
"TA+b00mf","0","0","1","0","0","1","1","2019-12-15","2020-12-12"
"TA+b00mh","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00mq","0","0","0","0","0","1","0","2019-12-15","2020-12-12"
"TA+b00mr","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00mt","1","1","1","0","1","1","1","2019-12-15","2020-12-12"
"TA+b00mu","1","1","1","1","1","1","0","2019-12-15","2020-12-12"
"TA+b00n6","1","1","1","1","1","0","1","2019-12-15","2020-12-12"
"TA+b00n7","0","0","1","1","0","1","1","2019-12-15","2020-12-12"
"TA+b00nb","0","1","1","1","0","0","0","2019-12-15","2020-12-12"
"TA+b00nd","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00ne","0","0","0","0","0","1","1","2019-12-15","2020-12-12"
"TA+b00nf","1","1","1","1","1","1","1","2019-12-15","2020-12-12"
"TA+b00ng","0","0","0","0","0","1","1","2019-12-15","2020-12-12"
"TA+b00nh","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00ni","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00nj","1","1","1","1","1","0","0","2019-12-15","2020-12-12"
"TA+b00nk","0","0","0","0","0","1","1","2019-12-15","2020-12-12"
"TA+b00nt","1","1","1","1","1","0","1","2019-12-15","2020-12-12"
