"334","Bergbahnen Hoch-Ybrig AG"
"3106","Bergbahnen Hoch-Ybrig AG"
"240","Sattel-Hochstuckli AG"
"348","Impianti turistici Rivera-Monte Tamaro"
"3955","Trasporti Pubblici Luganesi INFO+"
"301","Schutt Atzmännig"
"3128","Sesselbahn Krümmenschwil-Rietbach"
"257","Bergbahnen Wildhaus AG"
"3129","Sesselbahn Wildhaus-Gamplüt"
"3130","Sportbahnen Amden"
"265","Maschgenkammbahnen Flumserberg"
"288","Prodkammbahnen Flumserberg AG"
"214","Luftseilbahn Unterterzen-Flumserberg AG"
"3132","Luftseilbahn Oberschan-Hotel Alvier"
"3133","Bergbahnen Malbun AG"
"3139","Sportbahnen Elm"
"309","Klosters-Madrisa Bergbahn"
"3148","Bergbahnen Piz Mundaun AG"
"3146","Bergbahnen Obersaxen AG"
"155","Montreux-Vevey-Riviera (vcp)"
"3151","Sesselbahn Vals-Gadenstatt"
"3152","Bergbahnen Piz Mundaun AG"
"342","Pradaschier AG Top"
"3026","Val Sporz-Piz Scalottas"
"3158","Sesselbahn Feldis-Mutta"
"230","Savognin-Bergbahnen AG"
"336","Sportbahnen Bergün"
"3051","Sesselbahn St. Moritz Suvretta-Randolins"
"267","Pontresina-Alp Languard"
"202","Seilbahn Weissenstein AG"
"305","TéléMarécottes"
"205","Bergbahnen Beckenried-Emmetten"
"333","Sedrun Pendicularas SA"
"251","Andermatt Gotthard Sportbahnen"
"3090","Kriens-Sonnenberg-Bahn"
"3191","Wasserngrat 2000 AG"
"306","Lauchernalp Bergbahnen AG"
"3082","Mühleggbahn AG St. Gallen"
"235","Seilbahn Rickenbach-Rotenfluh/Rotenfluebahn Mythenregion"
"237","Reigoldswil-Wasserfallen"
"116","Cassarate-Monte Brè"
"125","Montreux-Vevey-Riviera (las)"
"266","Aletsch Bahnen AG"
"233","Télé-Leysin-Col des Mosses - La Lécherette SA"
"105","Braunwald-Standseilbahn"
"143","Funiculaire Saint-Imier-Mont-Soleil SA"
"112","Standseilbahn Schwyz-Stoos AG"
"122","Gurtenbahn"
"159","Interlaken-Heimwehfluh"
"201","Grindelwald-First"
"141","Schilthornbahn (sbm)"
"123","Harderbahn"
"323","Gondelbahn Kandersteg-Oeschinensee"
"3222","Sportbahnen Melchsee-Frutt (lsm)"
"145","Stanserhornbahn"
"107","Bürgenstock Bahn AG"
"189","Lacs de Neuchâtel et Morat"
"360","Bodensee-Schiffsbetriebe Romanshorn-Friedrichshafen"
"197","Schiffsbetrieb Walensee"
"3183","Schiffahrtsunternehmung Silsersee"
"195","Schweizerische Bodensee-Schiffahrtsgesellschaft AG"
"186","Schifffahrtsgesellschaft für den Zugersee AG"
"3181","Navigation Lac de Joux"
"3186","Schiff Eglisau-Tössegg"
"190","Società Navigazione del Lago di Lugano SA"
"188","Lago di Lugano"
"3185","Ernst Mändli AG Nohl"
"198","Navigation Lac des Brenets"
"3182","Solarfährbetrieb Thomas Geiger Reichenau"
"196","Fähre Horgen-Meilen"
"199","Société des Mouettes Genevoises Navigation"
"3190","Fähre Beckenried-Gersau"
"3184","Rheinfähre Paradies Roland Walter"
"192","BLS AG (ths)"
"193","Untersee und Rhein"
"179","Ägerisee Schifffahrt AG"
"181","Hallwilersee"
"3194","Franz Weiss Sarnen (Sarnersee)"
"182","Bielersee"
"3195","Politische Gemeinde Steckborn"
"183","BLS AG (brs)"
"180","Greifensee"
"87_LEX","LEX"
"693","DB ZugBus Regionalverkehr Alb-Bodensee"
"74","Regionalps"
"97","Transports Vallée de Joux-Yverdon-Ste-Croix"
"44","Transports Publics Neuchâtelois SA (cmn)"
"35","Berner Oberland-Bahnen"
"371","Société coopérative du Chemin de fer - Musée Blonay-Chamby"
"64","Montreux-Oberland Bernois"
"32","Lauterbrunnen-Mürren"
"69","Transports Vallée de Joux-Yverdon-Ste-Croix (pbr)"
"66","Nyon-St-Cergue-Morez"
"42","Montreux-Vevey-Riviera (cev)"
"93","Matterhorn Gotthard Bahn (bvz)"
"38","Aare Seeland mobil (bti)"
"81","Aare Seeland mobil (snb)"
"29","Transports de la région Morges-Bière-Cossonay"
"73","Transports Publics Neuchâtelois SA (rvt)"
"9014","Verein Dampfbahn Bern"
"61","Transports de Martigny et Régions (mc)"
"56","Aare Seeland mobil (rvo)"
"132","Meiringen-Innertkirchen-Bahn"
"807000","NeTS Planung DB"
"87","Dummy"
"7058","Engelberger Auto-Betriebe"
"7090","Autoservizi Comazzi S.R.L."
"7052","Gemeinde Surses ¿ Cumegn Surses"
"128","Aare Seeland mobil (ltb)"
"101","Verkehrsbetriebe Biel"
"7092","Prontobus"
"716","Ortsbus St. Moritz"
"207","Davos Klosters Bergbahnen (bbbj)"
"218","Bergbahnen Engadin St. Moritz, Bernina-Diavolezza (lbd)"
"247","Curtinatsch-Piz Lagalb"
"249","Surlej-Silvaplana-Corvatsch"
"232","Rhäzüns-Feldis/Veulden"
"227","Riddes-Isérables"
"3036","Luftseilbahngenossenschaft Brügg-Eierschwand-Ruogig"
"3032","Theytaz Excursions Sion"
"212","Chalais-Briey-Vercorin"
"244","Gampel-Jeizinen"
"332","Raron-Eischoll"
"310","Luftseilbahn Kalpetran-Embd"
"3054","Seilbahngenossenschaft Embd-Schalb"
"280","Stalden-Gspon"
"346","Luftseilbahn Kandersteg-Allmenalp"
"3072","Luftseilbahn Elsigbach-Elsigenalp"
"282","Bergbahnen Engstligenalp AG"
"272","Grindelwald-Pfingstegg"
"3085","Genossenschaft Luftseilbahn Sulwald"
"3091","Sportbahnen Melchsee-Frutt (ldb)"
"3092","Luftseilbahn Engelberg-Fürenalp"
"3093","Luftseilbahn Fell-Chrüzhütte"
"3094","Luftseilbahn Fellboden-Bannalpsee"
"3099","Luftseilbahn Niederbauen"
"281","Küssnacht am Rigi-Seebodenalp"
"13700","Weggis-Rigi Kaltbad"
"319","Morschach-Stoos"
"347","Seilbahn Ried Illgau"
"3105","Luftseilbahn Brunni-Holzegg"
"303","Bergbahnen Hoch-Ybrig AG"
"3108","Luftseilbahn Attinghausen-Brüsti AG"
"3109","Luftseilbahn Flüelen-Eggbergen"
"3110","Biel-Kinzig AG"
"270","Luftseilbahn Schattdorf-Haldi"
"3112","Seilbahngenossenschaft Golzern"
"3115","Luftseilbahngenossenschaft Arnisee"
"286","Cardada Impianti Turistici"
"278","Intragna-Pila Costa"
"3123","Funiva San Carlo-Robiei"
"210","Funivia Monte Lema SA"
"296","Brusino-Arsizio-Serpiano"
"3136","Genossenschaft Luftseilbahn Morgenholz"
"3137","Luftseilbahn Kies-Mettmen"
"3138","Luftseilbahn Matt-Weissenberg"
"3140","Aelplibahn Malans Genossenschaft"
"3142","Gemeinde Fanas"
"224","Sportbahnen Pischa"
"217","Télé Champéry - Crosets Portes du Soleil SA"
"329","Bergbahnen Disentis"
"3160","EWZ Bergeller Kraftwerke"
"3161","Luftseilbahnen Samnaun"
"250","Dallenwil-Niederrickenbach"
"313","Luftseilbahn Kräbel-Rigi Scheidegg AG"
"3188","Luftseilbahn Amsteg-Arni"
"3121","Kraftwerk Sanetsch AG"
"3012","Luftseilbahngenossenschaft Gitschenen"
"3162","Elektrizitätswerk Bezirk Schwyz"
"226","Luftseilbahn Obergschwend-Rigi-Burggeist AG"
"279","Verdasio-Rasa"
"3165","Luftseilbahn Illgau - Vorder Oberberg"
"229","Leukerbad-Gemmipass"
"3001","Tschentenbahnen Adelboden"
"211","Raron-Unterbäch"
"215","Wasserauen-Ebenalp"
"253","Hoher Kasten Drehrestaurant und Seilbahn AG"
"255","Jakobsbad-Kronberg"
"213","Schwägalp-Säntis"
"264","Erlenbach-Stockhorn"
"228","Kandersteg-Stock"
"216","Wengen-Männlichen"
"256","Stechelberg-Mürren-Schilthorn (lsms)"
"283","Bergbahnen Sörenberg AG"
"349","LTN Lungern-Turren-Bahn AG"
"203","Engelberg-Brunni"
"290","Turtmann-Unterems-Oberems"
"254","Dallenwil-Wirzweli"
"208","Davos Klosters Bergbahnen (lkp)"
"9999","Diverse INFO"
"118","Aufzug Matte-Plattform (Bern)"
